1,210,330,0.1,0,
2,210,330,0.6,0,
3,210,330,1.1,0,
4,210,330,1.6,0,
5,210,330,2.1,0,
6,210,330,2.6,0,
7,210,330,3.1,0,
8,210,330,3.6,0,
9,210,330,4.1,0,
10,210,330,4.6,0,
11,210,530,0.1,0,
12,210,530,0.6,0,
13,210,530,1.1,0,
14,210,530,1.6,0,
15,210,530,2.1,0,
16,210,530,2.6,0,
17,210,530,3.1,0,
18,210,530,3.6,0,
19,210,530,4.1,0,
20,210,530,4.6,0,
21,210,730,0.1,0,
22,210,730,0.6,0,
23,210,730,1.1,0,
24,210,730,1.6,0,
25,210,730,2.1,0,
26,210,730,2.6,0,
27,210,730,3.1,0,
28,210,730,3.6,0,
29,210,730,4.1,0,
30,210,730,4.6,0,
31,210,1330,0.1,0,
32,210,1330,0.6,0,
33,210,1330,1.1,0,
34,210,1330,1.6,0,
35,210,1330,2.1,0,
36,210,1330,2.6,0,
37,210,1330,3.1,0,
38,210,1330,3.6,0,
39,210,1330,4.1,0,
40,210,1330,4.6,0,
41,210,2330,0.1,0,
42,210,2330,0.6,0,
43,210,2330,1.1,0,
44,210,2330,1.6,0,
45,210,2330,2.1,0,
46,210,2330,2.6,0,
47,210,2330,3.1,0,
48,210,2330,3.6,0,
49,210,2330,4.1,0,
50,210,2330,4.6,0,
51,210,3330,0.1,0,
52,210,3330,0.6,0,
53,210,3330,1.1,0,
54,210,3330,1.6,0,
55,210,3330,2.1,0,
56,210,3330,2.6,0,
57,210,3330,3.1,0,
58,210,3330,3.6,0,
59,210,3330,4.1,0,
60,210,3330,4.6,0,
61,210,4330,0.1,0,
62,210,4330,0.6,0,
63,210,4330,1.1,0,
64,210,4330,1.6,0,
65,210,4330,2.1,0,
66,210,4330,2.6,0,
67,210,4330,3.1,0,
68,210,4330,3.6,0,
69,210,4330,4.1,0,
70,210,4330,4.6,0,
71,210,4930,0.1,0,
72,210,4930,0.6,0,
73,210,4930,1.1,0,
74,210,4930,1.6,0,
75,210,4930,2.1,0,
76,210,4930,2.6,0,
77,210,4930,3.1,0,
78,210,4930,3.6,0,
79,210,4930,4.1,0,
80,210,4930,4.6,0,
